option,url,,doc
REGULATOR_88PM800,https://cateee.net/lkddb/web-lkddb/REGULATOR_88PM800.html,,"This driver supports Marvell 88PM800 voltage regulator chips. It delivers digitally programmable output, the voltage is programmed via I2C interface. It's suitable to support PXA988 chips to control VCC_MAIN and various voltages."
BLK_DEV_SR_VENDOR,https://cateee.net/lkddb/web-lkddb/BLK_DEV_SR_VENDOR.html,,"This enables the usage of vendor specific SCSI commands. This is required to support multisession CDs with old NEC/TOSHIBA cdrom drives (and HP Writers). If you have such a drive and get the first session only, try saying Y here. everybody else says N."
FUTEX,https://cateee.net/lkddb/web-lkddb/FUTEX.html,,"Disabling this option will cause the kernel to be built without support for fast userspace mutexes.  The resulting kernel may not run glibc-based applications correctly."
UWB_WHCI,https://cateee.net/lkddb/web-lkddb/UWB_WHCI.html,,"This driver enables the radio controller for WHCI cards.  WHCI is a specification developed by Intel (http://www.intel.com/technology/comms/wusb/whci.htm) much in the spirit of USB's EHCI, but for UWB and Wireless USB radio/host controllers connected via memory mapping (eg: PCI). Most of these cards come also with a Wireless USB host controller.  To compile this driver select Y (built in) or M (module). It is safe to select any even if you do not have the hardware."
SECURITY,https://cateee.net/lkddb/web-lkddb/SECURITY.html,,"This allows you to choose different security modules to be configured into your kernel.  If this option is not selected, the default Linux security model will be used.  If you are unsure how to answer this question, answer N."
HID_CMEDIA,https://cateee.net/lkddb/web-lkddb/HID_CMEDIA.html,,"Support for CMedia CM6533 HID audio jack controls."
SENSORS_UCD9000,https://cateee.net/lkddb/web-lkddb/SENSORS_UCD9000.html,,"If you say yes here you get hardware monitoring support for TI UCD90120, UCD90124, UCD90160, UCD9090, UCD90910, Sequencer and System Health Controllers.  This driver can also be built as a module. If so, the module will be called ucd9000."
DCB,https://cateee.net/lkddb/web-lkddb/DCB.html,,"This enables support for configuring Data Center Bridging (DCB) features on DCB capable Ethernet adapters via rtnetlink.  Say 'Y' if you have a DCB capable Ethernet adapter which supports this interface and you are connected to a DCB capable switch.  DCB is a collection of Ethernet enhancements which allow DCB capable NICs and switches to support network traffic with differing requirements (highly reliable, no drops vs. best effort vs. low latency) to co-exist on Ethernet.  DCB features include:   Enhanced Transmission Selection (aka Priority Grouping) - provides a     framework for assigning bandwidth guarantees to traffic classes.   Priority-based Flow Control (PFC) - a MAC control pause frame which     works at the granularity of the 802.1p priority instead of the     link (802.3x).  If unsure, say N."
LEDS_LP5523,https://cateee.net/lkddb/web-lkddb/LEDS_LP5523.html,,"If you say yes here you get support for TI/National Semiconductor LP5523/55231 LED driver. It is 9 channel chip with programmable engines. Driver provides direct control via LED class and interface for programming the engines."
MXC6255,https://cateee.net/lkddb/web-lkddb/MXC6255.html,,"Say yes here to build support for the Memsic MXC6255 Orientation Sensing Accelerometer Driver.  To compile this driver as a module, choose M here: the module will be called mxc6255."
DRM_I915_ALPHA_SUPPORT,https://cateee.net/lkddb/web-lkddb/DRM_I915_ALPHA_SUPPORT.html,,"Choose this option if you have new Intel hardware and want to enable the alpha quality i915 driver support for the hardware in this kernel version. You can also enable the support at runtime using the module parameter i915.alpha_support=1. this option changes the default for that module parameter.  It is recommended to upgrade to a kernel version with proper support as soon as it is available. Generally fixes for platforms with alpha support are not backported to older kernels.  If in doubt, say N."
CFG80211,https://cateee.net/lkddb/web-lkddb/CFG80211.html,,"cfg80211 is the Linux wireless LAN (802.11) configuration API. Enable this if you have a wireless device.  For more information refer to documentation on the wireless wiki:  http://wireless.kernel.org/en/developers/Documentation/cfg80211  When built as a module it will be called cfg80211."
SENSORS_PC87360,https://cateee.net/lkddb/web-lkddb/SENSORS_PC87360.html,,"If you say yes here you get access to the hardware monitoring functions of the National Semiconductor PC8736x Super-I/O chips. The PC87360, PC87363 and PC87364 only have fan monitoring and control.  The PC87365 and PC87366 additionally have voltage and temperature monitoring.  This driver can also be built as a module.  If so, the module will be called pc87360."
MMC_SDHCI_PCI,https://cateee.net/lkddb/web-lkddb/MMC_SDHCI_PCI.html,,"This selects the PCI Secure Digital Host Controller Interface. Most controllers found today are PCI devices.  If you have a controller with this interface, say Y or M here.  If unsure, say N."
HID_GFRM,https://cateee.net/lkddb/web-lkddb/HID_GFRM.html,,"Support for Google Fiber TV Box remote controls"
TCP_CONG_DCTCP,https://cateee.net/lkddb/web-lkddb/TCP_CONG_DCTCP.html,,"DCTCP leverages Explicit Congestion Notification (ECN) in the network to provide multi-bit feedback to the end hosts. It is designed to provide:  - High burst tolerance (incast due to partition/aggregate), - Low latency (short flows, queries), - High throughput (continuous data updates, large file transfers) with   commodity, shallow-buffered switches.  All switches in the data center network running DCTCP must support ECN marking and be configured for marking when reaching defined switch buffer thresholds. The default ECN marking threshold heuristic for DCTCP on switches is 20 packets (30KB) at 1Gbps, and 65 packets (~100KB) at 10Gbps, but might need further careful tweaking.  For further details see:   http://simula.stanford.edu/~alizade/Site/DCTCP_files/dctcp-final.pdf"
RANDOM32_SELFTEST,https://cateee.net/lkddb/web-lkddb/RANDOM32_SELFTEST.html,,"This option enables the 32 bit PRNG library functions to perform a self test on initialization."
MFD_DA9062,https://cateee.net/lkddb/web-lkddb/MFD_DA9062.html,,"Say yes here for support for the Dialog Semiconductor DA9061 and DA9062 PMICs. This includes the I2C driver and core APIs. Additional drivers must be enabled in order to use the functionality of the device."
REGULATOR_PFUZE100,https://cateee.net/lkddb/web-lkddb/REGULATOR_PFUZE100.html,,"Say y here to support the regulators found on the Freescale PFUZE100/200/3000 PMIC."
INTEL_MEI_ME,https://cateee.net/lkddb/web-lkddb/INTEL_MEI_ME.html,,"MEI support for ME Enabled Intel chipsets.  Supported Chipsets are: 7 Series Chipset Family 6 Series Chipset Family 5 Series Chipset Family 4 Series Chipset Family Mobile 4 Series Chipset Family ICH9 82946GZ/GL 82G35 Express 82Q963/Q965 82P965/G965 Mobile PM965/GM965 Mobile GME965/GLE960 82Q35 Express 82G33/G31/P35/P31 Express 82Q33 Express 82X38/X48 Express"
OPENVSWITCH,https://cateee.net/lkddb/web-lkddb/OPENVSWITCH.html,,"Open vSwitch is a multilayer Ethernet switch targeted at virtualized environments.  In addition to supporting a variety of features expected in a traditional hardware switch, it enables fine-grained programmatic extension and flow-based control of the network.  This control is useful in a wide variety of applications but is particularly important in multi-server virtualization deployments, which are often characterized by highly dynamic endpoints and the need to maintain logical abstractions for multiple tenants.  The Open vSwitch datapath provides an in-kernel fast path for packet forwarding.  It is complemented by a userspace daemon, ovs-vswitchd, which is able to accept configuration from a variety of sources and translate it into packet processing rules.  See http://openvswitch.org for more information and userspace utilities.  To compile this code as a module, choose M here: the module will be called openvswitch.  If unsure, say N."
AD7152,https://cateee.net/lkddb/web-lkddb/AD7152.html,,"Say yes here to build support for Analog Devices capacitive sensors. (ad7152, ad7153) Provides direct access via sysfs.  To compile this driver as a module, choose M here: the module will be called ad7152."
MMC_REALTEK_PCI,https://cateee.net/lkddb/web-lkddb/MMC_REALTEK_PCI.html,,"Say Y here to include driver code to support SD/MMC card interface of Realtek PCI-E card reader"
ASYNC_TX_DMA,https://cateee.net/lkddb/web-lkddb/ASYNC_TX_DMA.html,,"This allows the async_tx api to take advantage of offload engines for memcpy, memset, xor, and raid6 p+q operations.  If your platform has a dma engine that can perform raid operations and you have enabled MD_RAID456 say Y.  If unsure, say N."
SCSI_SCAN_ASYNC,https://cateee.net/lkddb/web-lkddb/SCSI_SCAN_ASYNC.html,,"The SCSI subsystem can probe for devices while the rest of the system continues booting, and even probe devices on different busses in parallel, leading to a significant speed-up.  You can override this choice by specifying scsi_mod.scan=sync or async on the kernel's command line.  Note that this setting also affects whether resuming from system suspend will be performed asynchronously."
ITG3200,https://cateee.net/lkddb/web-lkddb/ITG3200.html,,"Say yes here to add support for the InvenSense ITG3200 digital 3-axis gyroscope sensor."
SENSORS_I5K_AMB,https://cateee.net/lkddb/web-lkddb/SENSORS_I5K_AMB.html,,"If you say yes here you get support for FB-DIMM AMB temperature monitoring chips on systems with the Intel 5000 series chipset.  This driver can also be built as a module. If so, the module will be called i5k_amb."
HID_PLANTRONICS,https://cateee.net/lkddb/web-lkddb/HID_PLANTRONICS.html,,"Provides HID support for Plantronics USB audio devices. Correctly maps vendor unique volume up/down HID usages to KEY_VOLUMEUP and KEY_VOLUMEDOWN events and prevents core mapping of other vendor unique HID usages to random mouse events.  Say M here if you may ever plug in a Plantronics USB audio device."
CEPH_FS,https://cateee.net/lkddb/web-lkddb/CEPH_FS.html,,"Choose Y or M here to include support for mounting the experimental Ceph distributed file system.  Ceph is an extremely scalable file system designed to provide high performance, reliable access to petabytes of storage.  More information at http://ceph.newdream.net/.  If unsure, say N."
ASYNC_RAID6_TEST,https://cateee.net/lkddb/web-lkddb/ASYNC_RAID6_TEST.html,,"This is a one-shot self test that permutes through the recovery of all the possible two disk failure scenarios for a N-disk array.  Recovery is performed with the asynchronous raid6 recovery routines, and will optionally use an offload engine if one is available.  If unsure, say N."
INTEL_PMC_IPC,https://cateee.net/lkddb/web-lkddb/INTEL_PMC_IPC.html,,"This driver provides support for PMC control on some Intel platforms. The PMC is an ARC processor which defines IPC commands for communication with other entities in the CPU."
THERMAL_GOV_BANG_BANG,https://cateee.net/lkddb/web-lkddb/THERMAL_GOV_BANG_BANG.html,,"Enable this to manage platform thermals using bang bang governor.  Say 'Y' here if you want to use two point temperature regulation used for fans without throttling.  Some fan drivers depend on this governor to be enabled (e.g. acerhdf)."
PROFILING,https://cateee.net/lkddb/web-lkddb/PROFILING.html,,"Say Y here to enable the extended profiling support mechanisms used by profilers such as OProfile."
W1_SLAVE_DS2433_CRC,https://cateee.net/lkddb/web-lkddb/W1_SLAVE_DS2433_CRC.html,,"Say Y here to protect DS2433 data with a CRC16. Each block has 30 bytes of data and a two byte CRC16. Full block writes are only allowed if the CRC is valid."
HID_MAYFLASH,https://cateee.net/lkddb/web-lkddb/HID_MAYFLASH.html,,"Say Y here if you have HJZ Mayflash PS3 game controller adapters and want to enable force feedback support."
SENSORS_K8TEMP,https://cateee.net/lkddb/web-lkddb/SENSORS_K8TEMP.html,,"If you say yes here you get support for the temperature sensor(s) inside your CPU. Supported is whole AMD K8 microarchitecture. Please note that you will need at least lm-sensors 2.10.1 for proper userspace support.  This driver can also be built as a module.  If so, the module will be called k8temp."
THERMAL_GOV_FAIR_SHARE,https://cateee.net/lkddb/web-lkddb/THERMAL_GOV_FAIR_SHARE.html,,"Enable this to manage platform thermals using fair-share governor."
ABP060MG,https://cateee.net/lkddb/web-lkddb/ABP060MG.html,,"Say yes here to build support for the Honeywell ABP pressure sensors.  To compile this driver as a module, choose M here: the module will be called abp060mg."
NLS_CODEPAGE_1251,https://cateee.net/lkddb/web-lkddb/NLS_CODEPAGE_1251.html,,"The Microsoft FAT file system family can deal with filenames in native language character sets. These character sets are stored in so-called DOS codepages. You need to include the appropriate codepage if you want to be able to read/write these filenames on DOS/Windows partitions correctly. This does apply to the filenames only, not to the file contents. You can include several codepages. say Y here if you want to include the DOS codepage for Russian and Bulgarian and Belarusian."
DRM_BRIDGE,https://cateee.net/lkddb/web-lkddb/DRM_BRIDGE.html,,"Bridge registration and lookup framework."
THINKPAD_ACPI,https://cateee.net/lkddb/web-lkddb/THINKPAD_ACPI.html,,"This is a driver for the IBM and Lenovo ThinkPad laptops. It adds support for Fn-Fx key combinations, Bluetooth control, video output switching, ThinkLight control, UltraBay eject and more. For more information about this driver see <file:Documentation/laptops/thinkpad-acpi.txt> and <http://ibm-acpi.sf.net/> .  This driver was formerly known as ibm-acpi.  Extra functionality will be available if the rfkill (CONFIG_RFKILL) and/or ALSA (CONFIG_SND) subsystems are available in the kernel. Note that if you want ThinkPad-ACPI to be built-in instead of modular, ALSA and rfkill will also have to be built-in.  If you have an IBM or Lenovo ThinkPad laptop, say Y or M here."
PM_DEBUG,https://cateee.net/lkddb/web-lkddb/PM_DEBUG.html,,"This option enables various debugging support in the Power Management code. This is helpful when debugging and reporting PM bugs, like suspend support."
CACHEFILES,https://cateee.net/lkddb/web-lkddb/CACHEFILES.html,,"This permits use of a mounted filesystem as a cache for other filesystems - primarily networking filesystems - thus allowing fast local disk to enhance the speed of slower devices.  See Documentation/filesystems/caching/cachefiles.txt for more information."
SENSORS_VIA686A,https://cateee.net/lkddb/web-lkddb/SENSORS_VIA686A.html,,"If you say yes here you get support for the integrated sensors in Via 686A/B South Bridges.  This driver can also be built as a module.  If so, the module will be called via686a."
MC3230,https://cateee.net/lkddb/web-lkddb/MC3230.html,,"Say yes here to build support for the mCube MC3230 low-g tri-axial digital accelerometer.  To compile this driver as a module, choose M here: the module will be called mc3230."
MFD_ARIZONA_I2C,https://cateee.net/lkddb/web-lkddb/MFD_ARIZONA_I2C.html,,"Support for the Cirrus Logic/Wolfson Microelectronics Arizona platform audio SoC core functionality controlled via I2C."
NTFS_RW,https://cateee.net/lkddb/web-lkddb/NTFS_RW.html,,"This enables the partial, but safe, write support in the NTFS driver.  The only supported operation is overwriting existing files, without changing the file length.  No file or directory creation, deletion or renaming is possible.  Note only non-resident files can be written to so you may find that some very small files (<500 bytes or so) cannot be written to.  While we cannot guarantee that it will not damage any data, we have so far not received a single report where the driver would have damaged someones data so we assume it is perfectly safe to use.  Note:  While write support is safe in this version (a rewrite from scratch of the NTFS support), it should be noted that the old NTFS write support, included in Linux 2.5.10 and before (since 1997), is not safe.  This is currently useful with TopologiLinux.  TopologiLinux is run on top of any DOS/Microsoft Windows system without partitioning your hard disk.  Unlike other Linux distributions TopologiLinux does not need its own partition.  For more information see <http://topologi-linux.sourceforge.net/>  It is perfectly safe to say N here."
MPL115_I2C,https://cateee.net/lkddb/web-lkddb/MPL115_I2C.html,,"Say yes here to build support for the Freescale MPL115A2 pressure sensor connected via I2C.  To compile this driver as a module, choose M here: the module will be called mpl115_i2c."
BTRFS_DEBUG,https://cateee.net/lkddb/web-lkddb/BTRFS_DEBUG.html,,"Enable run-time debugging support for the btrfs filesystem. This may enable additional and expensive checks with negative impact on performance, or export extra information via sysfs.  If unsure, say N."
NFC_HCI,https://cateee.net/lkddb/web-lkddb/NFC_HCI.html,,"Say Y here if you want to build support for a kernel NFC HCI implementation. This is mostly needed for devices that only process HCI frames, like for example the NXP pn544."
BATTERY_DA9150,https://cateee.net/lkddb/web-lkddb/BATTERY_DA9150.html,,"Say Y here to enable support for the Fuel-Gauge unit of the DA9150 Integrated Charger & Fuel-Gauge IC  This driver can also be built as a module. If so, the module will be called da9150-fg."
EXTCON_GPIO,https://cateee.net/lkddb/web-lkddb/EXTCON_GPIO.html,,"Say Y here to enable GPIO based extcon support. Note that GPIO extcon supports single state per extcon instance."
ISCSI_BOOT_SYSFS,https://cateee.net/lkddb/web-lkddb/ISCSI_BOOT_SYSFS.html,,"This option enables support for exposing iSCSI boot information via sysfs to userspace. If you wish to export this information, say Y. Otherwise, say N."
MFD_TI_LP87565,https://cateee.net/lkddb/web-lkddb/MFD_TI_LP87565.html,,"If you say yes here then you get support for the LP87565 series of Power Management Integrated Circuits (PMIC). These include voltage regulators, thermal protection, configurable General Purpose Outputs (GPO) that are used in portable devices.  This driver can also be built as a module. If so, the module will be called lp87565."
I2C_SIS630,https://cateee.net/lkddb/web-lkddb/I2C_SIS630.html,,"If you say yes to this option, support will be included for the SiS630, SiS730 and SiS964 SMBus (a subset of I2C) interface.  This driver can also be built as a module.  If so, the module will be called i2c-sis630."
GPIO_TPS65912,https://cateee.net/lkddb/web-lkddb/GPIO_TPS65912.html,,"This driver supports TPS65912 gpio chip"
BLK_DEV_TRM290,https://cateee.net/lkddb/web-lkddb/BLK_DEV_TRM290.html,,"This driver adds support for bus master DMA transfers using the Tekram TRM290 PCI IDE chip. Volunteers are needed for further tweaking and development. Please read the comments at the top of <file:drivers/ide/trm290.c>."
HID_WALTOP,https://cateee.net/lkddb/web-lkddb/HID_WALTOP.html,,"Support for Waltop tablets."
DEBUG_DEVRES,https://cateee.net/lkddb/web-lkddb/DEBUG_DEVRES.html,,"This option enables kernel parameter devres.log. If set to non-zero, devres debug messages are printed. Select this if you are having a problem with devres or want to debug resource management for a managed device. devres.log can be switched on and off from sysfs node.  If you are unsure about this, Say N here."
PPDEV,https://cateee.net/lkddb/web-lkddb/PPDEV.html,,"Saying Y to this adds support for /dev/parport device nodes.  This is needed for programs that want portable access to the parallel port, for instance deviceid (which displays Plug-and-Play device IDs).  This is the parallel port equivalent of SCSI generic support (sg). It is safe to say N to this -- it is not needed for normal printing or parallel port CD-ROM/disk support.  To compile this driver as a module, choose M here: the module will be called ppdev.  If unsure, say N."
MTD_REDBOOT_PARTS,https://cateee.net/lkddb/web-lkddb/MTD_REDBOOT_PARTS.html,,"RedBoot is a ROM monitor and bootloader which deals with multiple 'images' in flash devices by putting a table one of the erase blocks on the device, similar to a partition table, which gives the offsets, lengths and names of all the images stored in the flash.  If you need code which can detect and parse this table, and register MTD 'partitions' corresponding to each image in the table, enable this option.  You will still need the parsing functions to be called by the driver for your particular device. It won't happen automatically. The SA1100 map driver (CONFIG_MTD_SA1100) has an option for this, for example."
I2C_PARPORT,https://cateee.net/lkddb/web-lkddb/I2C_PARPORT.html,,"This supports parallel port I2C adapters such as the ones made by Philips or Velleman, Analog Devices evaluation boards, and more. Basically any adapter using the parallel port as an I2C bus with no extra chipset is supported by this driver, or could be.  This driver is a replacement for (and was inspired by) an older driver named i2c-philips-par.  The new driver supports more devices, and makes it easier to add support for new devices.  An adapter type parameter is now mandatory.  Please read the file Documentation/i2c/busses/i2c-parport for details.  Another driver exists, named i2c-parport-light, which doesn't depend on the parport driver.  This is meant for embedded systems. Don't say Y here if you intend to say Y or M there.  This support is also available as a module.  If so, the module will be called i2c-parport."
DEVKMEM,https://cateee.net/lkddb/web-lkddb/DEVKMEM.html,,"Say Y here if you want to support the /dev/kmem device. The /dev/kmem device is rarely used, but can be used for certain kind of kernel debugging operations. When in doubt, say N."
REGULATOR_TPS65912,https://cateee.net/lkddb/web-lkddb/REGULATOR_TPS65912.html,,"This driver supports TPS65912 voltage regulator chip."
NLS_KOI8_R,https://cateee.net/lkddb/web-lkddb/NLS_KOI8_R.html,,"If you want to display filenames with native language characters from the Microsoft FAT file system family or from JOLIET CD-ROMs correctly on the screen, you need to include the appropriate input/output character sets. Say Y here for the preferred Russian character set."
BLK_DEV_TC86C001,https://cateee.net/lkddb/web-lkddb/BLK_DEV_TC86C001.html,,"This driver adds support for Toshiba TC86C001 GOKU-S chip."
INFINIBAND_USER_MAD,https://cateee.net/lkddb/web-lkddb/INFINIBAND_USER_MAD.html,,"Userspace InfiniBand Management Datagram (MAD) support.  This is the kernel side of the userspace MAD support, which allows userspace processes to send and receive MADs. You will also need libibumad from <http://www.openfabrics.org/downloads/management/>."
NTFS_DEBUG,https://cateee.net/lkddb/web-lkddb/NTFS_DEBUG.html,,"If you are experiencing any problems with the NTFS file system, say Y here.  This will result in additional consistency checks to be performed by the driver as well as additional debugging messages to be written to the system log.  Note that debugging messages are disabled by default.  To enable them, supply the option debug_msgs=1 at the kernel command line when booting the kernel or as an option to insmod when loading the ntfs module.  Once the driver is active, you can enable debugging messages by doing (as root): echo 1 > /proc/sys/fs/ntfs-debug Replacing the 1 with 0 would disable debug messages.  If you leave debugging messages disabled, this results in little overhead, but enabling debug messages results in very significant slowdown of the system.  When reporting bugs, please try to have available a full dump of debugging messages while the misbehaviour was occurring."
EDAC_I5000,https://cateee.net/lkddb/web-lkddb/EDAC_I5000.html,,"Support for error detection and correction the Intel Greekcreek/Blackford chipsets."
WARN_ALL_UNSEEDED_RANDOM,https://cateee.net/lkddb/web-lkddb/WARN_ALL_UNSEEDED_RANDOM.html,,"Some parts of the kernel contain bugs relating to their use of cryptographically secure random numbers before it's actually possible to generate those numbers securely. This setting ensures that these flaws don't go unnoticed, by enabling a message, should this ever occur. This will allow people with obscure setups to know when things are going wrong, so that they might contact developers about fixing it.  Unfortunately, on some models of some architectures getting a fully seeded CRNG is extremely difficult, and so this can result in dmesg getting spammed for a surprisingly long time.  This is really bad from a security perspective, and so architecture maintainers really need to do what they can to get the CRNG seeded sooner after the system is booted. However, since users can not do anything actionble to address this, by default the kernel will issue only a single warning for the first use of unseeded randomness.  Say Y here if you want to receive warnings for all uses of unseeded randomness.  This will be of use primarily for those developers interersted in improving the security of Linux kernels running on their architecture (or subarchitecture)."
BLK_DEV_NVME,https://cateee.net/lkddb/web-lkddb/BLK_DEV_NVME.html,,"The NVM Express driver is for solid state drives directly connected to the PCI or PCI Express bus.  If you know you don't have one of these, it is safe to answer N.  To compile this driver as a module, choose M here: the module will be called nvme."
RCU_EXPERT,https://cateee.net/lkddb/web-lkddb/RCU_EXPERT.html,,"This option needs to be enabled if you wish to make expert-level adjustments to RCU configuration.  By default, no such adjustments can be made, which has the often-beneficial side-effect of preventing make oldconfig from asking you all sorts of detailed questions about how you would like numerous obscure RCU options to be set up.  Say Y if you need to make expert-level adjustments to RCU.  Say N if you are unsure."
VIRTIO_CONSOLE,https://cateee.net/lkddb/web-lkddb/VIRTIO_CONSOLE.html,,"Virtio console for use with lguest and other hypervisors.  Also serves as a general-purpose serial device for data transfer between the guest and host.  Character devices at /dev/vportNpn will be created when corresponding ports are found, where N is the device number and n is the port number within that device.  If specified by the host, a sysfs attribute called 'name' will be populated with a name for the port which can be used by udev scripts to create a symlink to the device."
IOMMU_SUPPORT,https://cateee.net/lkddb/web-lkddb/IOMMU_SUPPORT.html,,"Say Y here if you want to compile device drivers for IO Memory Management Units into the kernel. These devices usually allow to remap DMA requests and/or remap interrupts from other devices on the system."
AF_KCM,https://cateee.net/lkddb/web-lkddb/AF_KCM.html,,"KCM (Kernel Connection Multiplexor) sockets provide a method for multiplexing messages of a message based application protocol over kernel connectons (e.g. TCP connections)."
W1_MASTER_DS2482,https://cateee.net/lkddb/web-lkddb/W1_MASTER_DS2482.html,,"If you say yes here you get support for the Maxim DS2482 I2C to 1-Wire bridge.  This driver can also be built as a module.  If so, the module will be called ds2482."
EXTCON_PALMAS,https://cateee.net/lkddb/web-lkddb/EXTCON_PALMAS.html,,"Say Y here to enable support for USB peripheral and USB host detection by palmas usb."
NOTIFIER_ERROR_INJECTION,https://cateee.net/lkddb/web-lkddb/NOTIFIER_ERROR_INJECTION.html,,"This option provides the ability to inject artificial errors to specified notifier chain callbacks. It is useful to test the error handling of notifier call chain failures.  Say N if unsure."
MFD_88PM800,https://cateee.net/lkddb/web-lkddb/MFD_88PM800.html,,"This supports for Marvell 88PM800 Power Management IC. This includes the I2C driver and the core APIs _only_, you have to select individual components like voltage regulators, RTC and battery-charger under the corresponding menus."
MAX63XX_WATCHDOG,https://cateee.net/lkddb/web-lkddb/MAX63XX_WATCHDOG.html,,"Support for memory mapped max63{69,70,71,72,73,74} watchdog timer."
INPUT_GPIO_ROTARY_ENCODER,https://cateee.net/lkddb/web-lkddb/INPUT_GPIO_ROTARY_ENCODER.html,,"Say Y here to add support for rotary encoders connected to GPIO lines. Check file:Documentation/input/rotary-encoder.txt for more information.  To compile this driver as a module, choose M here: the module will be called rotary_encoder."
BMP280,https://cateee.net/lkddb/web-lkddb/BMP280.html,,"Say yes here to build support for Bosch Sensortec BMP180 and BMP280 pressure and temperature sensors. Also supports the BME280 with an additional humidity sensor channel.  To compile this driver as a module, choose M here: the core module will be called bmp280 and you will also get bmp280-i2c for I2C and/or bmp280-spi for SPI support."
X86_PTDUMP,https://cateee.net/lkddb/web-lkddb/X86_PTDUMP.html,,"Say Y here if you want to show the kernel pagetable layout in a debugfs file. This information is only useful for kernel developers who are working in architecture specific areas of the kernel. It is probably not a good idea to enable this feature in a production kernel. If in doubt, say N"
CHARGER_BQ24190,https://cateee.net/lkddb/web-lkddb/CHARGER_BQ24190.html,,"Say Y to enable support for the TI BQ24190 battery charger."
CRYPTO_KEYWRAP,https://cateee.net/lkddb/web-lkddb/CRYPTO_KEYWRAP.html,,"Support for key wrapping (NIST SP800-38F / RFC3394) without padding."
MAY_USE_DEVLINK,https://cateee.net/lkddb/web-lkddb/MAY_USE_DEVLINK.html,,"Drivers using the devlink infrastructure should have a dependency on MAY_USE_DEVLINK to ensure they do not cause link errors when devlink is a loadable module and the driver using it is built-in."
IKCONFIG,https://cateee.net/lkddb/web-lkddb/IKCONFIG.html,,"This option enables the complete Linux kernel .config file contents to be saved in the kernel. It provides documentation of which kernel options are used in a running kernel or in an on-disk kernel.  This information can be extracted from the kernel image file with the script scripts/extract-ikconfig and used as input to rebuild the current kernel or to build another kernel. It can also be extracted from a running kernel by reading /proc/config.gz if enabled (below)."
INTEL_POWERCLAMP,https://cateee.net/lkddb/web-lkddb/INTEL_POWERCLAMP.html,,"Enable this to enable Intel PowerClamp idle injection driver. This enforce idle time which results in more package C-state residency. The user interface is exposed via generic thermal framework."
ENABLE_WARN_DEPRECATED,https://cateee.net/lkddb/web-lkddb/ENABLE_WARN_DEPRECATED.html,,"Enable the __deprecated logic in the kernel build. Disable this to suppress the warning: 'foo' is deprecated (declared at kernel/power/somefile.c:1234) messages."
SLAB_FREELIST_RANDOM,https://cateee.net/lkddb/web-lkddb/SLAB_FREELIST_RANDOM.html,,"Randomizes the freelist order used on creating new pages. This security feature reduces the predictability of the kernel slab allocator against heap overflows."
I2C_ALI15X3,https://cateee.net/lkddb/web-lkddb/I2C_ALI15X3.html,,"If you say yes to this option, support will be included for the Acer Labs Inc. (ALI) M1514 and M1543 motherboard I2C interfaces.  This driver can also be built as a module.  If so, the module will be called i2c-ali15x3."
USELIB,https://cateee.net/lkddb/web-lkddb/USELIB.html,,"This option enables the uselib syscall, a system call used in the dynamic linker from libc5 and earlier.  glibc does not use this system call.  If you intend to run programs built on libc5 or earlier, you may need to enable this syscall.  Current systems running glibc can safely disable this."
NLS_KOI8_U,https://cateee.net/lkddb/web-lkddb/NLS_KOI8_U.html,,"If you want to display filenames with native language characters from the Microsoft FAT file system family or from JOLIET CD-ROMs correctly on the screen, you need to include the appropriate input/output character sets. Say Y here for the preferred Ukrainian (koi8-u) and Belarusian (koi8-ru) character sets."
PARPORT_PC_SUPERIO,https://cateee.net/lkddb/web-lkddb/PARPORT_PC_SUPERIO.html,,"Saying Y here enables some probes for Super-IO chipsets in order to find out things like base addresses, IRQ lines and DMA channels.  It is safe to say N."
BINFMT_MISC,https://cateee.net/lkddb/web-lkddb/BINFMT_MISC.html,,"If you say Y here, it will be possible to plug wrapper-driven binary formats into the kernel. You will like this especially when you use programs that need an interpreter to run like Java, Python, .NET or Emacs-Lisp. It's also useful if you often run DOS executables under the Linux DOS emulator DOSEMU (read the DOSEMU-HOWTO, available from <http://www.tldp.org/docs.html#howto>). Once you have registered such a binary class with the kernel, you can start one of those programs simply by typing in its name at a shell prompt. Linux will automatically feed it to the correct interpreter.  You can do other nice things, too. Read the file <file:Documentation/binfmt_misc.txt> to learn how to use this feature, <file:Documentation/admin-guide/java.rst> for information about how to include Java support. and <file:Documentation/admin-guide/mono.rst> for information about how to include Mono-based .NET support.  To use binfmt_misc, you will need to mount it:       mount binfmt_misc -t binfmt_misc /proc/sys/fs/binfmt_misc  You may say M here for module support and later load the module when you have use for it. the module is called binfmt_misc. If you don't know what to answer at this point, say Y."
SCSI_BFA_FC,https://cateee.net/lkddb/web-lkddb/SCSI_BFA_FC.html,,"This bfa driver supports all Brocade PCIe FC/FCOE host adapters.  To compile this driver as a module, choose M here. The module will be called bfa."
BT_HCIBTSDIO,https://cateee.net/lkddb/web-lkddb/BT_HCIBTSDIO.html,,"Bluetooth HCI SDIO driver. This driver is required if you want to use Bluetooth device with SDIO interface.  Say Y here to compile support for Bluetooth SDIO devices into the kernel or say M to compile it as module (btsdio)."
FB_N411,https://cateee.net/lkddb/web-lkddb/FB_N411.html,,"This enables support for the Apollo display controller in its Hecuba form using the n411 devkit."
